timestamp,cpu_percent,memory_percent,disk_usage,network_activity
2025-01-27T20:38:55.562251,73.0,96.6,90.6,353664347
2025-01-27T20:38:56.593035,31.8,96.7,90.6,353719984
2025-01-27T20:38:57.636911,18.2,96.8,90.6,353764246
2025-01-27T20:38:58.667485,20.9,96.7,90.6,353890888
2025-01-27T20:38:59.706207,18.8,96.9,90.6,353924978
2025-01-27T20:39:00.735970,20.9,96.8,90.6,353942326
2025-01-27T20:39:01.782050,26.9,95.8,90.6,353951541
2025-01-27T20:39:02.826195,16.3,95.6,90.6,353961627
2025-01-27T20:39:03.865549,12.3,95.2,90.6,353992899
2025-01-27T20:39:04.908768,13.2,95.1,90.6,353996205
2025-01-27T20:39:05.953012,18.3,95.1,90.6,354016428
2025-01-27T20:39:06.977056,28.4,95.7,90.6,354050098
2025-01-27T20:39:08.003773,16.2,95.6,90.6,354052567
2025-01-27T20:39:09.047178,17.6,95.6,90.6,354063675
2025-01-27T20:39:10.076358,12.2,95.6,90.6,354082627
2025-01-27T20:39:11.114225,10.2,95.6,90.6,354097115
2025-01-27T20:39:12.144887,12.8,95.6,90.6,354104646
2025-01-27T20:39:13.185896,12.0,95.3,90.6,354107320
2025-01-27T20:39:14.212318,6.3,95.0,90.6,354110061
2025-01-27T20:39:15.241214,5.0,94.9,90.6,354127531
2025-01-27T20:39:16.280092,16.8,94.9,90.6,354144617
2025-01-27T20:39:17.310078,9.3,95.3,90.6,354167581
2025-01-27T20:39:18.346241,8.1,95.3,90.6,354196467
2025-01-27T20:39:19.375036,9.6,95.3,90.6,354229294
