timestamp,cpu_percent,memory_percent,disk_usage,network_activity
2025-01-27T21:04:46.003604,33.3,91.8,90.7,408656872
2025-01-27T21:04:47.057553,53.3,92.4,90.7,408785610
2025-01-27T21:04:48.099908,54.3,82.5,90.7,408834405
2025-01-27T21:04:49.143036,41.0,82.5,90.7,408836712
2025-01-27T21:04:50.172874,39.4,83.0,90.7,408848101
2025-01-27T21:04:51.215456,16.0,83.7,90.7,408856171
2025-01-27T21:04:52.261641,13.2,84.5,90.7,408858152
2025-01-27T21:04:53.307122,18.0,84.8,90.7,408863997
2025-01-27T21:04:54.352033,14.9,85.3,90.7,408864183
2025-01-27T21:04:55.396605,12.9,85.7,90.7,408867527
2025-01-27T21:04:56.423856,15.6,85.7,90.7,408875920
2025-01-27T21:04:57.457888,21.9,85.5,90.7,408881237
2025-01-27T21:04:58.487497,15.2,85.2,90.7,408885559
2025-01-27T21:04:59.528584,25.6,85.9,90.7,408965750
2025-01-27T21:05:00.570394,33.4,86.3,90.7,408979838
2025-01-27T21:05:01.720624,74.9,87.8,90.7,409052330
2025-01-27T21:05:02.766546,44.3,87.8,90.7,409098180
2025-01-27T21:05:03.797872,54.2,87.9,90.7,409100684
2025-01-27T21:05:04.870719,48.0,88.0,90.7,409127370
2025-01-27T21:05:05.930367,44.5,88.1,90.7,409140114
2025-01-27T21:05:06.971238,86.2,90.6,90.7,409244345
2025-01-27T21:05:08.068736,59.6,89.2,90.7,409384802
2025-01-27T21:05:09.101739,32.7,89.1,90.7,409722462
2025-01-27T21:05:10.167221,75.2,89.9,90.7,411811005
2025-01-27T21:05:11.234773,80.2,91.2,90.7,414585191
2025-01-27T21:05:12.278898,49.0,91.4,90.7,414658618
2025-01-27T21:05:13.363602,45.9,92.2,90.7,415117054
2025-01-27T21:05:14.405589,50.1,92.8,90.7,415181870
2025-01-27T21:05:15.457752,54.9,94.1,90.7,415245471
2025-01-27T21:05:16.508560,42.8,93.1,90.7,415306670
2025-01-27T21:05:17.545087,63.0,93.7,90.7,417424556
2025-01-27T21:05:18.596833,56.3,94.5,90.7,418545012
2025-01-27T21:05:19.640499,64.4,94.0,90.7,419074533
2025-01-27T21:05:20.671236,56.4,94.4,90.7,420152023
2025-01-27T21:05:21.734067,54.2,94.2,90.7,420215209
2025-01-27T21:05:22.784982,46.5,94.1,90.7,420318992
2025-01-27T21:05:23.825348,30.4,94.0,90.7,420335406
2025-01-27T21:05:24.866878,25.6,94.1,90.7,420424488
2025-01-27T21:05:25.904160,43.8,94.6,90.7,420444679
2025-01-27T21:05:26.948190,65.3,93.7,90.7,420463237
2025-01-27T21:05:28.026921,69.7,93.6,90.7,420511447
2025-01-27T21:05:29.098859,51.0,93.9,90.7,420542497
2025-01-27T21:05:30.170969,41.1,94.5,90.7,421979412
2025-01-27T21:05:31.219045,37.2,94.3,90.7,422022092
2025-01-27T21:05:32.261150,49.8,94.2,90.7,422049662
2025-01-27T21:05:33.301603,36.7,94.0,90.7,422066285
2025-01-27T21:05:34.344799,27.6,94.0,90.7,422100803
2025-01-27T21:05:35.386160,28.3,93.9,90.7,422115720
2025-01-27T21:05:36.428667,34.5,94.0,90.7,422132640
2025-01-27T21:05:37.467549,39.7,94.0,90.7,422154165
2025-01-27T21:05:38.507755,37.1,93.6,90.7,422174273
2025-01-27T21:05:39.542930,35.3,94.0,90.7,422191966
2025-01-27T21:05:40.577052,48.8,94.1,90.7,422237091
2025-01-27T21:05:41.628675,37.4,94.2,90.7,422259482
2025-01-27T21:05:42.669024,41.3,94.3,90.7,422279401
2025-01-27T21:06:41.009532,0.0,89.1,90.7,423130080
2025-01-27T21:06:42.054229,25.9,89.2,90.7,423140364
2025-01-27T21:06:43.088849,25.7,89.2,90.7,423167559
2025-01-27T21:06:44.127403,24.3,89.2,90.7,423180297
2025-01-27T21:06:45.169165,43.8,89.4,90.7,423193602
2025-01-27T21:06:46.224188,32.0,89.3,90.7,423199874
2025-01-27T21:06:47.263541,66.5,89.4,90.7,423218377
2025-01-27T21:06:48.320832,28.2,89.5,90.7,423220100
2025-01-27T21:06:49.375619,40.9,89.4,90.7,423244423
2025-01-27T21:06:50.467122,64.1,91.0,90.7,423261864
2025-01-27T21:06:51.559483,80.0,91.4,90.7,423315377
2025-01-27T21:06:52.677467,92.7,91.4,90.7,423354713
2025-01-27T21:06:53.730212,80.7,91.4,90.7,423361189
2025-01-27T21:06:54.786470,80.9,91.5,90.7,423369016
2025-01-27T21:06:55.865993,89.6,92.6,90.7,423372390
2025-01-27T21:06:56.986978,94.2,91.8,90.7,423395352
2025-01-27T21:06:58.058053,99.8,92.0,90.7,423411751
2025-01-27T21:06:59.157903,99.9,93.7,90.7,423429624
2025-01-27T21:07:00.269163,97.9,92.8,90.7,423433757
2025-01-27T21:07:01.339801,95.4,91.7,90.7,423487015
2025-01-27T21:07:02.407135,87.0,90.0,90.7,423534543
2025-01-27T21:07:03.450987,87.7,88.7,90.7,423576361
2025-01-27T21:07:04.508689,85.9,87.3,90.7,423595646
2025-01-27T21:07:05.559849,86.0,87.4,90.7,423604542
2025-01-27T21:07:06.648827,79.7,86.9,90.7,423629884
2025-01-27T21:07:07.705592,72.4,86.3,90.7,423735181
2025-01-27T21:07:08.743529,60.2,86.3,90.7,423746135
2025-01-27T21:07:09.787231,58.9,86.3,90.7,423753237
2025-01-27T21:07:10.828644,64.1,86.3,90.7,423763496
2025-01-27T21:07:11.877093,77.3,86.9,90.7,423778466
2025-01-27T21:07:13.033158,80.4,87.3,90.7,429422440
2025-01-27T21:07:14.087736,79.8,85.1,90.7,429442256
2025-01-27T21:07:15.133675,57.8,85.1,90.7,429448203
2025-01-27T21:07:16.174729,54.8,84.4,90.7,429462261
2025-01-27T21:07:17.215840,74.2,84.2,90.7,429498702
